,Math,Science,Literature,History,Art,Computer Science,Economics,Technology,Healthcare,Business,Arts,Education,Engineering,Analytical,Creative,Social
S540,81.0,66.0,73.0,63.0,68.0,98.0,84.0,5.0,5.0,4.0,4.0,3.0,3.0,0.4025227888323295,0.06763980747890763,0.6108746351964212
S541,94.0,96.0,86.0,87.0,83.0,92.0,92.0,1.0,1.0,1.0,2.0,4.0,5.0,0.6058353969144674,0.506042355034503,0.69314547559554
S542,75.0,82.0,70.0,99.0,78.0,93.0,82.0,4.0,4.0,1.0,4.0,2.0,5.0,0.20780173315328432,0.6785407423505577,0.1614547396502526
S543,69.0,96.0,60.0,61.0,81.0,76.0,83.0,1.0,3.0,5.0,3.0,3.0,4.0,0.39269363103478694,0.0675666462785981,0.8191273320802067
S544,80.0,99.0,88.0,73.0,67.0,89.0,81.0,5.0,2.0,4.0,3.0,5.0,4.0,0.5382334210149409,0.9710492023636883,0.9423266010770811
S545,82.0,99.0,72.0,87.0,89.0,64.0,69.0,5.0,1.0,2.0,2.0,2.0,3.0,0.9985611362318517,0.10126617028223972,0.606580378536662
S546,98.0,68.0,73.0,97.0,69.0,92.0,70.0,3.0,2.0,5.0,1.0,3.0,4.0,0.40757521163416055,0.532664587403624,0.3087673660033182
S547,99.0,65.0,76.0,95.0,65.0,69.0,64.0,4.0,3.0,2.0,5.0,1.0,4.0,0.048068838058429875,0.7077502696069947,0.9658170738331703
S548,78.0,66.0,83.0,78.0,70.0,62.0,89.0,3.0,5.0,2.0,1.0,1.0,4.0,0.532381826084405,0.32957995046189525,0.938278248731973
S549,97.0,65.0,94.0,81.0,70.0,67.0,86.0,4.0,3.0,1.0,2.0,2.0,3.0,0.364666529474856,0.9145291927403828,0.8556908548250707
S550,88.0,67.0,82.0,88.0,75.0,94.0,67.0,1.0,4.0,2.0,5.0,3.0,2.0,0.5287110057487415,0.6768726666684572,0.7003174436156105
S551,67.0,92.0,64.0,96.0,76.0,81.0,73.0,5.0,5.0,2.0,3.0,5.0,5.0,0.6410917050272575,0.16074995497195865,0.6927762117068205
S552,97.0,91.0,73.0,79.0,81.0,89.0,92.0,1.0,1.0,1.0,5.0,5.0,3.0,0.0032180841116837833,0.710036818379263,0.5548361346252008
S553,64.0,77.0,66.0,88.0,68.0,66.0,66.0,4.0,1.0,4.0,1.0,1.0,3.0,0.25976042214283845,0.8037643447438484,0.4052789388765209
S554,65.0,99.0,86.0,63.0,60.0,65.0,90.0,3.0,2.0,1.0,1.0,1.0,3.0,0.4857771846161324,0.02767455486713466,0.4013196857665261
S555,60.0,64.0,78.0,64.0,64.0,90.0,66.0,1.0,2.0,5.0,2.0,5.0,3.0,0.16736279248315977,0.2761433118347436,0.25213949868673935
S556,74.0,72.0,71.0,78.0,72.0,86.0,97.0,4.0,3.0,4.0,5.0,4.0,5.0,0.046020793734093735,0.4604945452476179,0.5225924131298888
S557,92.0,65.0,72.0,72.0,72.0,79.0,95.0,4.0,5.0,4.0,5.0,2.0,1.0,0.5710626286813167,0.46221977049235485,0.8695268940170736
S558,96.0,68.0,76.0,94.0,77.0,84.0,74.0,2.0,3.0,4.0,5.0,2.0,2.0,0.03767974510864269,0.6138086057932604,0.866131679640283
S559,82.0,60.0,97.0,77.0,60.0,98.0,69.0,5.0,4.0,3.0,3.0,3.0,5.0,0.04104024091236047,0.4963069994242394,0.5890271928818982
S560,90.0,97.0,66.0,97.0,67.0,93.0,68.0,2.0,3.0,2.0,3.0,3.0,4.0,0.19090574957667794,0.25250010883189933,0.7855933375433521
S561,84.0,86.0,66.0,91.0,68.0,76.0,94.0,5.0,4.0,2.0,2.0,5.0,3.0,0.5673977817095203,0.315778697242063,0.7647552222772703
S562,75.0,61.0,90.0,75.0,92.0,80.0,76.0,5.0,3.0,1.0,1.0,5.0,1.0,0.7467155742042457,0.34540178530838905,0.48864763044927406
S563,94.0,66.0,88.0,70.0,89.0,77.0,75.0,1.0,2.0,3.0,1.0,4.0,2.0,0.6645189335375971,0.3432492178820159,0.629009411001177
S564,65.0,61.0,69.0,63.0,69.0,68.0,83.0,3.0,2.0,4.0,3.0,5.0,5.0,0.25107373073177297,0.29202082748825897,0.3106726433744439
S565,64.0,94.0,63.0,94.0,72.0,96.0,91.0,2.0,5.0,3.0,4.0,4.0,5.0,0.9360547704155139,0.8336721421076496,0.565165975589168
S566,60.0,70.0,85.0,62.0,72.0,91.0,82.0,1.0,1.0,1.0,5.0,5.0,5.0,0.5638722094115391,0.05614652205514237,0.6495080632705115
S567,82.0,89.0,65.0,66.0,89.0,96.0,91.0,3.0,1.0,2.0,3.0,3.0,5.0,0.32811985732824855,0.6122993621300796,0.8402337477712363
S568,65.0,94.0,91.0,71.0,63.0,91.0,94.0,5.0,3.0,5.0,1.0,3.0,3.0,0.04549830585998482,0.607063503410931,0.564200614566763
S569,75.0,74.0,61.0,65.0,73.0,88.0,85.0,3.0,5.0,3.0,2.0,2.0,1.0,0.20676655522943355,0.646432948964679,0.554835233945291
S570,77.0,63.0,96.0,97.0,84.0,88.0,93.0,3.0,3.0,5.0,4.0,4.0,3.0,0.7673201240223181,0.11061856814934945,0.4436073537040206
S571,75.0,96.0,89.0,82.0,95.0,87.0,60.0,1.0,2.0,3.0,3.0,1.0,1.0,0.9979329337681728,0.6892808482044704,0.6842982226364885
S572,67.0,74.0,93.0,78.0,89.0,69.0,86.0,4.0,3.0,3.0,5.0,2.0,5.0,0.317871100352343,0.09388810422118299,0.9494943752360206
S573,79.0,84.0,68.0,99.0,93.0,80.0,83.0,5.0,2.0,3.0,4.0,2.0,1.0,0.10547140296859381,0.9927063106043315,0.12578097242193564
S574,66.0,63.0,67.0,72.0,80.0,94.0,64.0,3.0,2.0,2.0,2.0,4.0,5.0,0.17090734852592782,0.3083669550500321,0.5123751934895382
S575,67.0,61.0,83.0,75.0,63.0,89.0,89.0,5.0,2.0,2.0,5.0,4.0,3.0,0.7904016521107659,0.9710083019348388,0.3588248809574325
S576,94.0,72.0,96.0,70.0,78.0,77.0,76.0,5.0,2.0,4.0,4.0,2.0,1.0,0.020413093225159273,0.6166795229958033,0.7107898612487696
S577,70.0,74.0,67.0,88.0,76.0,85.0,64.0,4.0,5.0,1.0,3.0,5.0,2.0,0.39744421553566656,0.18347604897642333,0.3060155947380373
S578,63.0,83.0,70.0,89.0,99.0,94.0,92.0,1.0,5.0,4.0,2.0,1.0,4.0,0.6557997093199129,0.4941828697679683,0.743424028652254
S579,95.0,80.0,97.0,64.0,64.0,80.0,84.0,2.0,2.0,1.0,1.0,1.0,5.0,0.21817024452331424,0.8419856183037161,0.15588491819672434
S580,69.0,78.0,91.0,77.0,93.0,74.0,83.0,2.0,3.0,4.0,1.0,2.0,4.0,0.3299154289124441,0.5912076298552212,0.7368631916524695
S581,64.0,91.0,68.0,64.0,64.0,93.0,66.0,3.0,4.0,3.0,1.0,5.0,3.0,0.2661814712040226,0.948119735481841,0.7061112831969251
S582,85.0,60.0,93.0,85.0,91.0,71.0,65.0,1.0,4.0,4.0,4.0,5.0,2.0,0.21767503175891223,0.7257655356285703,0.6963336947178913
S583,79.0,78.0,75.0,63.0,91.0,77.0,64.0,3.0,2.0,4.0,5.0,1.0,5.0,0.752684071811559,0.9158807247264359,0.7117171853791993
S584,65.0,73.0,77.0,69.0,82.0,77.0,63.0,2.0,4.0,3.0,5.0,2.0,2.0,0.35191029288410713,0.7905174777467047,0.6958617578022926
S585,91.0,65.0,85.0,65.0,94.0,64.0,73.0,1.0,3.0,2.0,3.0,4.0,5.0,0.5742591858585778,0.35383289333022583,0.9210491764082794
S586,61.0,99.0,72.0,64.0,95.0,95.0,78.0,2.0,4.0,1.0,3.0,4.0,3.0,0.5127547427524448,0.628103377037235,0.4153630880272745
S587,79.0,81.0,90.0,63.0,62.0,96.0,84.0,3.0,2.0,3.0,4.0,1.0,2.0,0.7808153088147861,0.3410395063871057,0.810634391508951
S588,96.0,63.0,98.0,66.0,66.0,84.0,74.0,5.0,1.0,4.0,2.0,3.0,1.0,0.10794142867158074,0.7089618941245887,0.4768821492310735
S589,66.0,63.0,93.0,78.0,97.0,86.0,64.0,2.0,5.0,5.0,5.0,2.0,1.0,0.698753562921908,0.531395643046668,0.13430632770360196
S590,72.0,73.0,89.0,69.0,91.0,60.0,83.0,3.0,1.0,3.0,1.0,1.0,2.0,0.4769915425504253,0.9645589706646885,0.7548406012367884
S591,88.0,66.0,90.0,76.0,89.0,84.0,87.0,5.0,5.0,5.0,5.0,1.0,5.0,0.3001892820214471,0.9441141479068454,0.7789462771891076
S592,95.0,66.0,94.0,79.0,73.0,89.0,60.0,1.0,3.0,4.0,4.0,3.0,1.0,0.3644471210781587,0.603573965776185,0.42668560403638955
S593,97.0,84.0,93.0,67.0,79.0,89.0,63.0,5.0,2.0,1.0,1.0,3.0,3.0,0.09669039389196366,0.806029406361824,0.19107812512752165
S594,80.0,86.0,69.0,82.0,92.0,70.0,78.0,2.0,5.0,4.0,5.0,5.0,1.0,0.458038296159045,0.7026381208885781,0.9322136888268664
S595,70.0,63.0,82.0,64.0,64.0,77.0,76.0,2.0,1.0,3.0,4.0,2.0,2.0,0.06272609044706268,0.3932335567840376,0.6146477248863553
S596,62.0,67.0,99.0,82.0,82.0,61.0,98.0,5.0,1.0,5.0,5.0,2.0,4.0,0.7793093054519453,0.9209311761005012,0.0004973150531231152
S597,80.0,83.0,97.0,79.0,98.0,86.0,98.0,3.0,5.0,4.0,5.0,4.0,1.0,0.6277633826987775,0.006936925194663268,0.7872552875407968
S598,66.0,92.0,88.0,69.0,69.0,71.0,62.0,3.0,2.0,1.0,5.0,5.0,3.0,0.14966659701437135,0.8946206393445258,0.15512423574603873
S599,62.0,72.0,90.0,86.0,65.0,86.0,94.0,3.0,3.0,5.0,5.0,2.0,3.0,0.76432898191258,0.28930392781395164,0.557253881830254
S600,68.0,65.0,65.0,99.0,85.0,78.0,75.0,4.0,2.0,4.0,1.0,3.0,2.0,0.6084342351046322,0.20676064864713672,0.2986968835260547
S601,82.0,70.0,75.0,88.0,97.0,79.0,80.0,2.0,1.0,1.0,1.0,2.0,5.0,0.1075077824371915,0.005289005377082101,0.23946803851606313
S602,87.0,92.0,99.0,85.0,69.0,93.0,68.0,4.0,4.0,1.0,5.0,5.0,1.0,0.5160023558390371,0.7135972594249814,0.7935596250919318
S603,95.0,70.0,69.0,66.0,97.0,75.0,85.0,3.0,2.0,3.0,5.0,1.0,2.0,0.0697659607366421,0.2724128865488914,0.7702239787416645
S604,91.0,90.0,91.0,71.0,86.0,81.0,74.0,4.0,5.0,2.0,2.0,3.0,4.0,0.480868874917909,0.1821869873265517,0.3922140078964912
S605,67.0,63.0,67.0,82.0,75.0,93.0,81.0,3.0,3.0,3.0,3.0,5.0,4.0,0.27003419089995595,0.050653505254220854,0.7636271455980684
S606,82.0,64.0,96.0,66.0,96.0,85.0,87.0,3.0,5.0,5.0,2.0,2.0,1.0,0.2916936609201587,0.9451313279330595,0.8881250404460186
S607,63.0,91.0,97.0,68.0,95.0,85.0,70.0,5.0,1.0,5.0,3.0,3.0,1.0,0.716277480233708,0.3266343872263089,0.2799235526810502
S608,79.0,97.0,74.0,94.0,68.0,92.0,70.0,3.0,3.0,2.0,3.0,2.0,4.0,0.47527148015840137,0.35460250032764085,0.9011583240254598
S609,81.0,65.0,96.0,80.0,71.0,66.0,61.0,5.0,2.0,2.0,2.0,5.0,5.0,0.12349513928123457,0.7244675756150425,0.6108967943258578
S610,98.0,83.0,85.0,84.0,79.0,99.0,61.0,5.0,3.0,2.0,5.0,4.0,5.0,0.8063011913363678,0.5424873267502066,0.6295406776154768
S611,94.0,92.0,76.0,81.0,60.0,96.0,89.0,1.0,1.0,2.0,2.0,2.0,3.0,0.9627406319664755,0.09196155269916162,0.10486565881706333
S612,65.0,73.0,95.0,92.0,97.0,98.0,65.0,1.0,1.0,2.0,1.0,1.0,3.0,0.39360768472789753,0.47273279340099283,0.19987204206266262
S613,85.0,83.0,92.0,67.0,93.0,93.0,83.0,4.0,2.0,4.0,4.0,3.0,1.0,0.08266779698286886,0.02217625656415967,0.7645922504458386
S614,61.0,67.0,84.0,89.0,91.0,89.0,66.0,2.0,5.0,4.0,4.0,3.0,4.0,0.48505739366382516,0.8434034298331691,0.3608372350385709
S615,83.0,68.0,75.0,61.0,94.0,93.0,81.0,4.0,4.0,3.0,1.0,4.0,2.0,0.703446130027975,0.48852052236316046,0.6120699986131903
S616,78.0,80.0,71.0,70.0,78.0,65.0,73.0,4.0,4.0,2.0,3.0,5.0,2.0,0.3701968411211154,0.08116977044734075,0.9473735822114755
S617,92.0,97.0,72.0,85.0,73.0,83.0,60.0,5.0,1.0,1.0,4.0,4.0,3.0,0.8360898529186143,0.31189177315497396,0.9587029355439439
S618,89.0,69.0,69.0,87.0,63.0,73.0,71.0,5.0,1.0,1.0,4.0,4.0,3.0,0.300488731415116,0.4429900202168703,0.7551356606888772
S619,97.0,96.0,69.0,86.0,71.0,81.0,63.0,4.0,4.0,3.0,4.0,4.0,4.0,0.3090042483323804,0.3245079786357309,0.41008215877266696
S620,88.0,95.0,73.0,71.0,79.0,82.0,81.0,5.0,1.0,2.0,1.0,5.0,2.0,0.46838935960266403,0.12361624181342767,0.017491658019392897
S621,93.0,80.0,68.0,69.0,69.0,89.0,92.0,1.0,3.0,5.0,3.0,3.0,1.0,0.9191571928550542,0.3531886320229931,0.10168860155153736
S622,61.0,91.0,76.0,87.0,76.0,73.0,69.0,2.0,4.0,4.0,5.0,3.0,5.0,0.7591714021400439,0.2950606709978908,0.18166407420144703
S623,93.0,73.0,76.0,96.0,81.0,77.0,94.0,1.0,3.0,4.0,1.0,1.0,5.0,0.9626110328606663,0.9205428914541096,0.1057458579369902
S624,77.0,89.0,96.0,99.0,65.0,74.0,94.0,5.0,2.0,4.0,4.0,5.0,4.0,0.8992852098215547,0.8908675260032751,0.6343745529184762
S625,85.0,86.0,89.0,70.0,83.0,73.0,82.0,4.0,1.0,3.0,3.0,2.0,3.0,0.5297380008901814,0.2174385178013084,0.12138427540586894
S626,68.0,77.0,98.0,78.0,64.0,77.0,92.0,4.0,1.0,3.0,4.0,4.0,5.0,0.6063690509600312,0.8219572567228927,0.6886438545425544
S627,97.0,72.0,68.0,85.0,60.0,71.0,83.0,5.0,3.0,5.0,4.0,4.0,5.0,0.18080042366735594,0.29001864025171,0.5464175871895194
S628,60.0,63.0,66.0,87.0,96.0,64.0,98.0,1.0,5.0,1.0,5.0,4.0,4.0,0.6249925175434623,0.0722526125073556,0.614051638244679
S629,91.0,90.0,74.0,62.0,74.0,77.0,80.0,5.0,2.0,1.0,2.0,4.0,1.0,0.7363193948636227,0.1813578486078259,0.24621871505306248
S630,69.0,80.0,85.0,62.0,60.0,80.0,70.0,5.0,1.0,1.0,3.0,1.0,4.0,0.25889659017871425,0.9398102525758547,0.40701612078798943
S631,75.0,94.0,80.0,70.0,90.0,60.0,91.0,2.0,2.0,5.0,3.0,2.0,2.0,0.5305714563845662,0.7243143497170241,0.37146026338696936
S632,62.0,91.0,64.0,96.0,71.0,73.0,68.0,1.0,4.0,4.0,5.0,4.0,2.0,0.10555554694435498,0.6543218707187206,0.6672731665737256
S633,66.0,75.0,87.0,66.0,73.0,91.0,67.0,1.0,4.0,3.0,3.0,3.0,4.0,0.26054781500121404,0.0352289098507218,0.6653531542453764
S634,86.0,62.0,86.0,89.0,93.0,85.0,96.0,1.0,4.0,2.0,4.0,3.0,3.0,0.7034255524482221,0.026064892572764675,0.6931832684562178
S635,99.0,81.0,91.0,61.0,67.0,66.0,78.0,1.0,5.0,3.0,3.0,5.0,4.0,0.9389285690660725,0.1787852830141048,0.5213237546019458
S636,92.0,61.0,62.0,87.0,73.0,74.0,80.0,3.0,1.0,4.0,4.0,3.0,4.0,0.6967764547083679,0.2300794021163678,0.7515488916625471
S637,73.0,99.0,77.0,98.0,79.0,60.0,68.0,4.0,1.0,4.0,3.0,3.0,5.0,0.8680884296380853,0.8145509607698326,0.2588989155943514
S638,68.0,97.0,98.0,88.0,74.0,79.0,97.0,2.0,5.0,1.0,1.0,3.0,2.0,0.8042164408350875,0.4133432444023837,0.26646342482224583
S639,89.0,85.0,65.0,98.0,76.0,65.0,87.0,5.0,2.0,3.0,4.0,3.0,3.0,0.16797146717492684,0.908981442506687,0.42689754151662773
S640,68.0,86.0,94.0,65.0,63.0,75.0,82.0,2.0,1.0,4.0,4.0,1.0,2.0,0.8657311868828067,0.15954498892979296,0.7669934661531188
S641,82.0,88.0,63.0,99.0,99.0,83.0,65.0,2.0,1.0,5.0,2.0,1.0,5.0,0.11001334778988969,0.017564946079942745,0.9950493077264129
S642,99.0,65.0,73.0,73.0,94.0,65.0,82.0,3.0,4.0,1.0,2.0,4.0,5.0,0.07353733325699097,0.46154045206283456,0.8783853829301309
S643,79.0,76.0,79.0,65.0,99.0,87.0,72.0,4.0,1.0,3.0,5.0,5.0,5.0,0.8193795480657569,0.4711757129556081,0.6108485066734489
S644,88.0,79.0,76.0,94.0,98.0,96.0,82.0,4.0,3.0,1.0,1.0,4.0,1.0,0.6297061516628193,0.10982498301065569,0.28490409433964636
S645,77.0,95.0,79.0,66.0,95.0,60.0,96.0,1.0,3.0,4.0,4.0,5.0,1.0,0.3009831611810966,0.37812815053466853,0.27391753514597283
S646,94.0,62.0,94.0,88.0,68.0,96.0,84.0,2.0,3.0,3.0,2.0,5.0,2.0,0.2514984614613226,0.3547855127184657,0.3792265079031819
S647,71.0,97.0,66.0,66.0,63.0,90.0,98.0,2.0,5.0,2.0,5.0,1.0,5.0,0.4872240567586613,0.17353540214828955,0.7883366635189697
S648,69.0,82.0,85.0,82.0,88.0,67.0,78.0,4.0,4.0,2.0,4.0,5.0,1.0,0.86066770037064,0.24816488349058174,0.12330072711791507
S649,88.0,65.0,88.0,83.0,69.0,73.0,65.0,5.0,3.0,2.0,1.0,2.0,3.0,0.7223119812634452,0.9242451227229344,0.035148339172960674
S650,63.0,74.0,96.0,98.0,87.0,61.0,72.0,4.0,3.0,4.0,2.0,2.0,2.0,0.0144359790343207,0.18342546138433657,0.6847924853079367
S651,61.0,91.0,64.0,62.0,61.0,73.0,99.0,5.0,1.0,5.0,3.0,1.0,2.0,0.9647810078308917,0.7503809551593262,0.5730326003652615
S652,88.0,97.0,65.0,93.0,67.0,61.0,85.0,2.0,2.0,4.0,3.0,5.0,3.0,0.7005493928755477,0.2306983112921892,0.6885519480651205
S653,76.0,83.0,90.0,75.0,80.0,97.0,85.0,4.0,4.0,3.0,4.0,1.0,2.0,0.32144495347864255,0.2224221328326783,0.2365559985123017
S654,76.0,63.0,63.0,78.0,97.0,84.0,67.0,5.0,4.0,5.0,2.0,3.0,2.0,0.6677877518561464,0.7672257222002918,0.581802110558547
S655,77.0,77.0,66.0,76.0,62.0,81.0,74.0,5.0,1.0,3.0,4.0,1.0,2.0,0.06385526139255882,0.038009333705462,0.21716685007817071
S656,90.0,95.0,85.0,73.0,76.0,68.0,66.0,5.0,5.0,5.0,2.0,3.0,4.0,0.28646870242398514,0.4048198928411846,0.07602807736940331
S657,86.0,87.0,71.0,76.0,68.0,67.0,86.0,1.0,2.0,5.0,4.0,5.0,2.0,0.7251587659423253,0.7114981587134916,0.34667759365763984
S658,71.0,96.0,79.0,60.0,68.0,83.0,93.0,5.0,2.0,5.0,2.0,5.0,4.0,0.5630025243684105,0.10091594436889306,0.4152186428001058
S659,95.0,63.0,88.0,82.0,94.0,75.0,67.0,4.0,5.0,5.0,2.0,2.0,2.0,0.8575647574800557,0.6606224631215976,0.1039437756738808
S660,86.0,98.0,71.0,63.0,84.0,65.0,62.0,3.0,5.0,5.0,5.0,5.0,2.0,0.8475780312173548,0.6806962294190494,0.4530562940859236
S661,98.0,83.0,80.0,65.0,92.0,67.0,92.0,2.0,3.0,2.0,5.0,5.0,1.0,0.6920910390131472,0.17282025543031931,0.5504864702725486
S662,62.0,61.0,97.0,99.0,98.0,98.0,83.0,2.0,1.0,5.0,2.0,5.0,1.0,0.6179270035655277,0.927744822943114,0.06689171080164125
S663,80.0,77.0,94.0,70.0,70.0,62.0,82.0,1.0,4.0,4.0,2.0,2.0,2.0,0.37478271426084886,0.9368147099309335,0.21722105512859324
S664,60.0,82.0,81.0,89.0,61.0,76.0,79.0,2.0,2.0,2.0,2.0,1.0,1.0,0.8132003283226635,0.0016055349594957802,0.02588406984748559
S665,68.0,70.0,76.0,73.0,77.0,77.0,67.0,1.0,5.0,3.0,5.0,2.0,3.0,0.3276228852531172,0.7685037108302726,0.10414346923510909
S666,88.0,67.0,85.0,87.0,67.0,79.0,67.0,1.0,1.0,4.0,2.0,2.0,4.0,0.3828536436281179,0.1314681687294954,0.22359356944140818
S667,73.0,72.0,99.0,76.0,85.0,65.0,76.0,5.0,4.0,2.0,1.0,4.0,3.0,0.5029941921285978,0.31913874195921177,0.21191264598008264
S668,63.0,84.0,66.0,76.0,81.0,87.0,65.0,1.0,5.0,1.0,5.0,1.0,2.0,0.39349698108692743,0.701054964273631,0.1194181066009884
S669,89.0,69.0,98.0,73.0,81.0,85.0,69.0,5.0,5.0,4.0,1.0,5.0,5.0,0.4795944453607578,0.2747197086139396,0.37862087353995655
S670,61.0,62.0,70.0,69.0,71.0,73.0,89.0,1.0,1.0,3.0,4.0,5.0,1.0,0.821555178908193,0.9297299797044285,0.24297790512095974
S671,72.0,89.0,97.0,70.0,60.0,86.0,98.0,5.0,3.0,3.0,5.0,4.0,2.0,0.6299709568294901,0.6766772798671725,0.8424859989824327
S672,96.0,68.0,85.0,84.0,76.0,65.0,74.0,5.0,3.0,4.0,1.0,4.0,4.0,0.8990424685011967,0.467991797534026,0.9825756452485002
S673,62.0,90.0,87.0,68.0,77.0,99.0,91.0,5.0,4.0,1.0,5.0,3.0,1.0,0.970828973597063,0.5064679708384688,0.5420321206468842
S674,78.0,64.0,65.0,71.0,76.0,98.0,66.0,5.0,5.0,2.0,1.0,4.0,1.0,0.6677498395508988,0.3738161442197936,0.662043913910311
S675,70.0,93.0,61.0,73.0,77.0,68.0,98.0,1.0,2.0,4.0,2.0,2.0,2.0,0.5142853936547086,0.0354367657772392,0.852728936676751
S676,63.0,73.0,70.0,89.0,99.0,86.0,88.0,1.0,2.0,3.0,4.0,4.0,2.0,0.9404458011570085,0.026229078546995854,0.7892618188072851
S677,91.0,89.0,85.0,89.0,69.0,71.0,92.0,1.0,5.0,5.0,1.0,2.0,2.0,0.3858132609410273,0.5856318000289242,0.4999949469607158
S678,93.0,77.0,98.0,75.0,63.0,69.0,87.0,3.0,5.0,5.0,4.0,2.0,1.0,0.5513106508330471,0.49518630475808445,0.8533753714878757
S679,77.0,68.0,81.0,69.0,99.0,82.0,72.0,2.0,2.0,3.0,1.0,3.0,3.0,0.6835066846953113,0.41263725554582753,0.688568581150549
S680,83.0,72.0,84.0,88.0,75.0,99.0,65.0,3.0,3.0,2.0,4.0,2.0,3.0,0.9650478190838814,0.08030826205343267,0.38808997155805713
S681,67.0,93.0,77.0,91.0,69.0,93.0,82.0,3.0,4.0,5.0,1.0,3.0,3.0,0.8704540323237958,0.7390551108114733,0.9349288894483516
S682,78.0,79.0,93.0,97.0,76.0,64.0,61.0,2.0,3.0,3.0,1.0,2.0,5.0,0.039809887623239226,0.8627756092127871,0.7917987699548719
S683,93.0,79.0,61.0,87.0,77.0,98.0,94.0,3.0,3.0,5.0,4.0,5.0,5.0,0.8150390160823727,0.5972627281121508,0.05191703512060575
S684,74.0,98.0,99.0,98.0,62.0,78.0,82.0,2.0,5.0,2.0,5.0,3.0,3.0,0.5391299289508364,0.407751136989867,0.527041752651845
S685,78.0,77.0,89.0,98.0,78.0,64.0,72.0,4.0,5.0,1.0,5.0,1.0,5.0,0.740295973621342,0.5959606345117608,0.29256288985929024
S686,93.0,83.0,77.0,63.0,95.0,67.0,60.0,2.0,3.0,1.0,1.0,5.0,3.0,0.5995073430704215,0.08313844308102436,0.005365991217319843
S687,97.0,95.0,97.0,72.0,81.0,88.0,68.0,4.0,1.0,3.0,3.0,1.0,2.0,0.4015280272925481,0.7571863610907356,0.8226342309888385
S688,86.0,63.0,99.0,76.0,96.0,62.0,63.0,2.0,5.0,5.0,3.0,1.0,2.0,0.5498393133074954,0.8680068862751051,0.12591485056277762
S689,99.0,75.0,70.0,86.0,85.0,90.0,93.0,3.0,2.0,1.0,2.0,4.0,5.0,0.9641058553017406,0.9217603365078189,0.5992372504977761
S690,67.0,98.0,60.0,61.0,86.0,62.0,93.0,2.0,1.0,1.0,4.0,1.0,4.0,0.05872212403430299,0.4542028628088066,0.17927296112248636
S691,75.0,60.0,66.0,94.0,81.0,91.0,85.0,3.0,2.0,1.0,5.0,2.0,4.0,0.6284252684106753,0.18996519469027862,0.48179766042413186
S692,65.0,70.0,90.0,80.0,81.0,60.0,80.0,2.0,2.0,1.0,5.0,3.0,5.0,0.20562692686019002,0.18184513032901872,0.24792357594204217
S693,79.0,68.0,86.0,88.0,92.0,60.0,62.0,4.0,5.0,5.0,4.0,5.0,3.0,0.029196455515993036,0.7161149273798656,0.3067263763500697
S694,91.0,79.0,76.0,96.0,97.0,69.0,88.0,2.0,3.0,2.0,2.0,5.0,2.0,0.6981080539383803,0.653478218434347,0.0661126586231866
S695,91.0,72.0,90.0,63.0,77.0,70.0,77.0,4.0,3.0,2.0,5.0,5.0,5.0,0.31203475812333403,0.5668605333081277,0.9184011939896083
S696,96.0,92.0,96.0,62.0,60.0,78.0,65.0,1.0,3.0,5.0,4.0,5.0,1.0,0.40131971044850234,0.5047915452154143,0.7501588035003506
S697,69.0,96.0,71.0,76.0,86.0,61.0,84.0,3.0,2.0,3.0,2.0,2.0,5.0,0.8032954738153629,0.9233405036867612,0.49718943734457277
S698,87.0,96.0,96.0,76.0,64.0,78.0,63.0,4.0,4.0,5.0,1.0,2.0,4.0,0.1938379295018654,0.7644212298010604,0.12557526460536994
S699,98.0,97.0,89.0,91.0,96.0,86.0,91.0,3.0,1.0,5.0,1.0,4.0,5.0,0.4183423121726104,0.628213049852017,0.6918561864370739
S700,70.0,72.0,94.0,76.0,89.0,77.0,96.0,4.0,2.0,1.0,2.0,3.0,2.0,0.733027717215927,0.1935323915404188,0.9816492013720507
S701,89.0,85.0,75.0,70.0,63.0,74.0,71.0,1.0,3.0,4.0,3.0,1.0,5.0,0.17841857661896,0.09607340525621655,0.6640504019288651
S702,86.0,63.0,94.0,80.0,95.0,61.0,98.0,3.0,4.0,3.0,2.0,5.0,1.0,0.909999999856586,0.5593837164993627,0.5954824345147394
S703,87.0,93.0,92.0,67.0,67.0,81.0,86.0,5.0,2.0,5.0,2.0,3.0,1.0,0.538484747934319,0.04274819409288921,0.6813115724933623
S704,87.0,70.0,86.0,60.0,98.0,87.0,86.0,2.0,2.0,3.0,2.0,1.0,4.0,0.35819912054347325,0.9356737953134526,0.18679004754861384
S705,67.0,83.0,99.0,95.0,83.0,81.0,69.0,5.0,2.0,5.0,5.0,4.0,2.0,0.3021157817162806,0.5048547488820471,0.47735504361900916
S706,63.0,67.0,98.0,74.0,67.0,88.0,98.0,1.0,2.0,5.0,3.0,4.0,1.0,0.4003047416794543,0.3144029376872882,0.14718473659918352
S707,94.0,73.0,91.0,66.0,92.0,94.0,86.0,1.0,5.0,1.0,5.0,1.0,1.0,0.8209218728736056,0.44876978727218453,0.5729565590990584
S708,60.0,65.0,61.0,66.0,67.0,88.0,75.0,5.0,4.0,1.0,2.0,3.0,5.0,0.5465528636357679,0.5754889466482039,0.7048403718446835
S709,88.0,90.0,81.0,69.0,63.0,84.0,72.0,1.0,4.0,2.0,5.0,2.0,3.0,0.6293809950402374,0.27390291739856454,0.5537099260326105
